"Date","Price","Open","High","Low","Vol.","Change %"
"08/10/2020","5,150.75","5,177.73","5,179.43","5,140.00","76.29M","-0.50%"
"08/07/2020","5,176.48","5,218.15","5,234.58","5,167.23","64.44M","-0.01%"
"08/06/2020","5,176.85","5,157.83","5,185.23","5,146.44","44.97M","0.59%"
"08/05/2020","5,146.44","5,179.76","5,182.35","5,146.44","30.44M","-0.39%"
"08/04/2020","5,166.81","5,137.93","5,179.29","5,124.26","98.66M","0.83%"
"07/31/2020","5,124.26","5,092.54","5,135.39","5,088.10","82.10M","0.71%"
"07/30/2020","5,088.10","5,092.28","5,094.00","5,076.43","34.14M","-0.12%"
"07/29/2020","5,094.00","5,102.02","5,109.43","5,090.74","43.52M","-0.11%"
"07/28/2020","5,099.42","5,113.49","5,116.21","5,099.37","51.35M","-0.11%"
"07/27/2020","5,105.12","5,084.48","5,112.48","5,065.30","72.04M","0.79%"
"07/24/2020","5,065.30","5,041.11","5,071.59","5,038.68","62.09M","0.48%"
"07/23/2020","5,040.88","5,022.66","5,048.69","5,015.43","62.30M","0.42%"
"07/22/2020","5,019.79","5,036.61","5,041.84","5,019.79","29.85M","-0.29%"
"07/21/2020","5,034.45","5,051.11","5,051.50","5,026.39","29.72M","-0.09%"
"07/20/2020","5,038.85","4,999.68","5,039.68","4,988.50","102.78M","1.01%"
"07/17/2020","4,988.50","4,962.20","4,992.88","4,953.54","35.36M","0.71%"
"07/16/2020","4,953.54","4,920.64","4,964.62","4,916.69","30.46M","0.75%"
"07/15/2020","4,916.69","4,945.86","4,948.67","4,892.25","17.07M","-0.61%"
"07/14/2020","4,947.11","4,861.41","4,981.09","4,861.17","49.21M","1.38%"
"07/13/2020","4,879.76","4,894.60","4,992.62","4,800.50","49.82M","-2.26%"
"07/10/2020","4,992.62","5,070.34","5,090.41","4,987.84","75.08M","-1.92%"
"07/09/2020","5,090.41","5,077.17","5,097.57","5,069.52","34.53M","0.41%"
"07/08/2020","5,069.52","5,083.80","5,085.12","5,069.52","72.64M","-0.24%"
"07/07/2020","5,081.78","5,080.61","5,105.82","5,075.90","42.55M","0.12%"
"07/06/2020","5,075.90","5,052.49","5,085.64","5,031.76","40.91M","0.49%"
"07/03/2020","5,050.90","5,059.82","5,060.17","5,044.59","39.70M","-1.14%"
"07/02/2020","5,109.04","5,149.80","5,149.82","5,086.68","37.10M","-0.76%"
"07/01/2020","5,148.41","5,149.64","5,159.81","5,143.63","32.30M","-0.02%"
"06/30/2020","5,149.57","5,165.37","5,165.37","5,134.19","42.64M","-0.08%"
"06/29/2020","5,153.77","5,171.98","5,178.56","5,143.39","34.39M","-0.19%"
"06/26/2020","5,163.35","5,155.12","5,163.35","5,128.55","47.19M","0.35%"
"06/25/2020","5,145.55","5,129.18","5,153.12","5,111.94","52.81M","0.66%"
"06/24/2020","5,111.94","5,107.88","5,127.31","5,083.07","49.52M","0.57%"
"06/23/2020","5,083.07","5,052.60","5,094.92","5,046.50","83.15M","0.72%"
"06/22/2020","5,046.50","4,999.72","5,064.40","4,990.42","38.70M","1.12%"
"06/19/2020","4,990.42","4,979.88","5,001.34","4,966.29","31.95M","0.27%"
"06/18/2020","4,976.98","4,966.97","4,992.23","4,958.24","37.64M","0.38%"
"06/17/2020","4,958.24","4,932.70","4,983.34","4,915.56","80.81M","0.87%"
"06/16/2020","4,915.56","4,916.72","4,940.99","4,909.41","25.52M","0.10%"
"06/15/2020","4,910.83","4,909.06","4,923.49","4,894.13","30.93M","-0.08%"
"06/12/2020","4,914.83","4,891.68","4,921.83","4,876.89","33.28M","-0.05%"
"06/11/2020","4,917.24","4,931.14","4,952.08","4,909.14","40.48M","-0.01%"
"06/10/2020","4,917.54","4,923.16","4,937.42","4,909.48","35.08M","0.08%"
"06/09/2020","4,913.37","4,854.96","4,919.98","4,841.85","70.16M","1.48%"
"06/08/2020","4,841.85","4,795.66","4,841.85","4,781.03","65.80M","1.27%"
"06/04/2020","4,781.03","4,777.74","4,806.75","4,773.13","14.79M","-0.03%"
"06/03/2020","4,782.43","4,789.17","4,799.20","4,775.97","49.18M","-0.17%"
"06/02/2020","4,790.60","4,811.90","4,814.57","4,789.47","192.42M","-0.10%"
"06/01/2020","4,795.40","4,847.44","4,847.44","4,788.67","34.89M","-1.06%"
"05/29/2020","4,846.76","4,902.43","4,902.43","4,837.67","38.19M","-0.83%"
"05/28/2020","4,887.16","4,807.61","4,887.16","4,800.01","109.58M","1.82%"
"05/27/2020","4,800.01","4,784.01","4,813.09","4,768.73","35.29M","0.41%"
"05/26/2020","4,780.22","4,824.21","4,825.73","4,778.58","52.44M","-0.41%"
"05/22/2020","4,799.89","4,818.30","4,860.83","4,775.11","94.71M","0.32%"
"05/21/2020","4,784.80","4,692.99","4,807.09","4,655.22","51.84M","2.78%"
"05/20/2020","4,655.22","4,729.38","4,759.80","4,632.14","52.85M","-0.97%"
"05/19/2020","4,701.03","4,659.39","4,761.23","4,606.85","56.98M","2.04%"
"05/18/2020","4,606.85","4,479.64","4,634.18","4,439.04","34.81M","3.78%"
"05/15/2020","4,439.04","4,407.62","4,457.04","4,393.54","26.06M","1.04%"
"05/14/2020","4,393.54","4,387.09","4,426.98","4,367.25","85.09M","0.60%"
"05/13/2020","4,367.25","4,283.07","4,419.45","4,247.95","42.57M","2.81%"
"05/12/2020","4,247.95","4,308.56","4,392.43","4,219.03","193.37M","-3.29%"
"05/11/2020","4,392.43","4,393.56","4,571.63","4,384.10","4.41M","-3.92%"
"03/20/2020","4,571.63","4,768.94","4,874.73","4,558.32","23.60M","-6.22%"
"03/13/2020","4,874.73","5,005.77","5,019.55","4,814.90","52.70M","-2.89%"
"03/12/2020","5,019.55","5,171.13","5,204.52","5,007.36","34.98M","-3.55%"
"03/11/2020","5,204.52","5,128.38","5,223.80","5,121.91","29.56M","1.61%"
"03/10/2020","5,121.91","5,303.62","5,343.15","5,114.38","41.00M","-4.14%"
"03/06/2020","5,343.15","5,477.82","5,484.25","5,337.77","46.91M","-3.47%"
"03/05/2020","5,535.45","5,620.32","5,623.83","5,529.61","23.43M","0.00%"
"03/04/2020","5,535.45","5,620.32","5,623.83","5,529.61","14.50M","-1.48%"
"03/03/2020","5,618.41","5,620.63","5,649.71","5,614.29","31.96M","0.07%"
"03/02/2020","5,614.29","5,591.45","5,627.68","5,590.94","14.16M","0.38%"
"02/28/2020","5,592.92","5,666.07","5,667.87","5,587.52","21.56M","-1.32%"
"02/27/2020","5,667.87","5,646.42","5,694.79","5,643.62","16.00M","0.43%"
"02/26/2020","5,643.62","5,729.05","5,732.74","5,641.92","12.95M","-1.52%"
"02/25/2020","5,730.93","5,799.31","5,800.66","5,730.93","18.69M","-1.14%"
"02/24/2020","5,797.30","5,833.35","5,840.69","5,795.86","12.75M","-0.57%"
"02/20/2020","5,830.51","5,843.88","5,848.85","5,817.99","23.10M","-0.30%"
"02/19/2020","5,847.83","5,843.38","5,857.24","5,831.01","10.98M","0.29%"
"02/18/2020","5,831.01","5,816.75","5,832.58","5,814.27","17.23M","0.29%"
"02/17/2020","5,814.27","5,833.39","5,843.84","5,809.04","19.63M","-0.26%"
"02/14/2020","5,829.21","5,860.54","5,871.09","5,829.21","12.49M","-0.48%"
"02/13/2020","5,857.30","5,879.95","5,884.79","5,852.37","10.25M","-0.36%"
"02/12/2020","5,878.44","5,896.08","5,899.06","5,877.39","16.72M","-0.35%"
"02/11/2020","5,899.06","5,934.95","5,940.12","5,897.80","13.05M","-0.58%"
"02/10/2020","5,933.75","5,942.92","5,943.02","5,925.09","10.85M","-0.15%"
"02/07/2020","5,942.53","5,951.17","5,954.93","5,941.41","18.38M","-0.10%"
"02/06/2020","5,948.27","5,941.16","5,953.94","5,912.90","35.79M","0.10%"
"02/05/2020","5,942.07","5,932.25","5,945.46","5,924.25","9.86M","0.19%"
"02/03/2020","5,931.04","5,934.18","5,940.96","5,916.81","7.48M","0.02%"
"01/31/2020","5,929.76","5,927.23","5,939.53","5,923.40","15.35M","0.03%"
"01/30/2020","5,927.72","5,936.52","5,942.22","5,921.06","15.05M","-0.14%"
"01/29/2020","5,936.30","5,884.55","5,947.17","5,884.55","24.95M","0.87%"
"01/28/2020","5,884.81","5,918.66","5,934.63","5,880.11","13.94M","-0.84%"
"01/27/2020","5,934.63","5,991.42","5,992.92","5,931.19","14.46M","-0.95%"
"01/24/2020","5,991.29","5,982.38","5,996.32","5,979.28","11.98M","0.11%"
"01/23/2020","5,984.50","5,941.54","5,993.60","5,936.70","13.34M","0.73%"
"01/22/2020","5,941.42","5,925.82","5,963.35","5,914.33","21.08M","0.46%"
"01/21/2020","5,914.33","5,905.95","5,916.96","5,902.67","13.78M","0.14%"
"01/20/2020","5,906.20","5,933.83","5,944.67","5,897.33","12.25M","-0.45%"
"01/17/2020","5,932.92","5,945.56","5,948.43","5,924.10","11.36M","-0.14%"
"01/16/2020","5,940.99","5,974.00","5,976.27","5,927.04","124.91M","-0.46%"
"01/14/2020","5,968.63","5,982.09","5,994.70","5,965.70","16.36M","-0.20%"
"01/13/2020","5,980.67","5,981.29","6,008.89","5,980.67","58.32M","-0.11%"
"01/09/2020","5,987.55","5,913.13","5,996.64","5,898.84","175.74M","1.50%"
"01/08/2020","5,898.84","6,028.08","6,032.72","5,895.98","50.44M","-2.11%"
"01/07/2020","6,026.09","6,077.65","6,084.13","6,020.83","34.00M","-0.72%"
"01/06/2020","6,069.93","6,118.15","6,119.74","6,066.78","30.46M","-0.68%"
"01/03/2020","6,111.28","6,111.31","6,138.36","6,099.38","38.90M","0.05%"
"01/02/2020","6,108.53","6,134.44","6,137.68","6,099.50","49.48M","-0.34%"
